snes-00754	Bill Nye tweeted to ask if a person was "made of copper, nitrogen, terbium, and silver."	false	https://www.snopes.com/fact-check/bill-nye-terbium/	None	Humor	None	David Mikkelson	None	Did Bill Nye Say We’re Made of ‘Copper, Nitrogen, Terbium and Silver’?	17 April 2018	None	['None']
snes-00818	Did a Parkland Shooting Survivor Say 'Generations Before Us Don't Know What It's Like to Be Shot at by AR-15s?'	false	https://www.snopes.com/fact-check/david-hogg-generations-before-us/	None	Politics	None	Dan Evon	None	Did a Parkland Shooting Survivor Say ‘Generations Before Us Don’t Know What It’s Like to Be Shot at by AR-15s?’	3 April 2018	None	['None']
snes-05827	A photograph shows a Southeast African monkey from Madagascar.	false	https://www.snopes.com/fact-check/southeast-african-monkey/	None	Fauxtography	None	Dan Evon	None	Southeast African Monkey	4 March 2015	None	['Madagascar', 'East_Africa']
snes-03916	California has passed a law that legalizes child prostitution.	mostly false	https://www.snopes.com/fact-check/child-prostitution-legalized-in-california/	None	Crime	None	Snopes Staff	None	Has Child Prostitution Been Legalized in California?	29 September 2016	None	['California']
snes-01127	United States Senate Candidate Favors a Woman’s Right to Cook Him Dinner?	true	https://www.snopes.com/fact-check/u-s-senate-candidate-missouri-womans-rights/	None	Politics	None	Alex Kasprak	None	United States Senate Candidate Favors a Woman’s Right to Cook Him Dinner?	25 January 2018	None	['None']
snes-04438	Actress Betty White uttered a witty rejoinder to the oft-used phrase 'Grow some balls.'	false	https://www.snopes.com/fact-check/betty-white-grow-some-balls/	None	Questionable Quotes	None	David Emery	None	Betty White on ‘Grow Some Balls’	17 July 2016	None	['None']
snes-03096	There is a faceless, semi-human monster called Slenderman who stands eight feet tall, has tentacles for arms, stalks and eats small children, and communicates telepathically with his human servants, called "proxies."	false	https://www.snopes.com/fact-check/slenderman/	None	Horrors	None	David Emery	None	The Truth About Slenderman	20 January 2017	None	['None']
snes-05815	A study has proved that pineapple juice is five times more effective than cough syrup.	unproven	https://www.snopes.com/fact-check/pineapple-cough-syrup/	None	Medical	None	Snopes Staff	None	Is Pineapple Juice Five Times More Effective Than Cough Syrup?	10 March 2015	None	['None']
snes-04583	Former Marine Imran Yousuf, a Muslim, is credited with saving 70 people during the June 2016 Orlando nightclub shooting.	mixture	https://www.snopes.com/fact-check/imran-yousuf-orlando-hero/	None	Politics	None	Kim LaCapria	None	Imran Yousuf — Orlando Hero	20 June 2016	None	['Orlando,_Florida']
snes-00762	Is Article 54 of Obamacare Taking Effect in May 2018?	false	https://www.snopes.com/fact-check/article-54-of-obamacare/	None	Junk News	None	Kim LaCapria	None	Is Article 54 of Obamacare Taking Effect in May 2018?	16 April 2018	None	['None']
snes-02969	President Donald Trump banned "Sharia Law" in the United States.	false	https://www.snopes.com/fact-check/trump-ban-sharia-law/	None	Uncategorized	None	Arturo Garcia	None	Did President Trump Ban ‘Sharia Law’ in the U.S.?	9 February 2017	None	['United_States', 'Donald_Trump']
snes-04674	WhatsApp Gold is a premium service offered by WhatsApp.	false	https://www.snopes.com/fact-check/whatsapp-gold-scam/	None	Computers	None	Dan Evon	None	Scam Alert: WhatsApp Gold	2 June 2016	None	['None']
snes-01668	The official logo of the Alabama Democratic Party, adopted in 1904 and not replaced until 1966, featured an illustration of a crowing rooster and the slogan "White Supremacy, For the RIght."	true	https://www.snopes.com/fact-check/dem-party-logo-white-supremacy/	None	Politics	None	David Emery	None	Did a State Democratic Party Logo Once Feature the Slogan ‘White Supremacy’?	25 September 2017	None	['None']
snes-05093	President Obama ordered flags be flown at half-staff to mark the death of singer Whitney Houston, but he did not extend that honor to former first lady Nancy Reagan.	false	https://www.snopes.com/fact-check/obama-flags-houston-reagan/	None	Politicians	None	Kim LaCapria	None	Obama Lowered Flags for Whitney Houston But Not Nancy Reagan	9 March 2016	None	['Nancy_Reagan', 'Whitney_Houston', 'Barack_Obama']
snes-05875	Convicted Boston Marathon bomber Djokhar Tsarnaev was badly beaten in prison.	false	https://www.snopes.com/fact-check/false-boston-marathon-bomber-tsarnaev-severely-injured-in-prison/	None	Media Matters	None	Snopes Staff	None	Boston Marathon Bomber Tsarnaev Severely Injured in Prison?	18 January 2015	None	['None']
snes-01252	A photograph shows North Korea leader Kim Jong-un laughing as he reads the book Fire and Fury: Inside the Trump White House.	false	https://www.snopes.com/fact-check/kim-jong-un-reading-fire-fury/	None	Fauxtography	None	Dan Evon	None	Is This Kim Jong-Un Reading ‘Fire and Fury’?	8 January 2018	None	['North_Korea']
snes-00826	Is a 'Stop Killing Alligators to Make Gatorade' Protest Sign Real?	false	https://www.snopes.com/fact-check/stop-killing-alligators-gatorade/	None	Fauxtography	None	Dan Evon	None	Is a ‘Stop Killing Alligators to Make Gatorade’ Protest Sign Real?	30 March 2018	None	['None']
snes-02159	A photograph from 1898 shows Julia Richardson, a tennis player who won six doubles championships.	mostly false	https://www.snopes.com/fact-check/1898-julia-richardson/	None	Fauxtography	None	Dan Evon	None	Is This Tennis Champion Julie Richardson — in 1898?	22 June 2017	None	['None']
snes-01322	Did Mia Khalifa 'Expose' Ajit Pai After He 'Slid Into Her DMs'?	false	https://www.snopes.com/fact-check/mia-khalifa-fcc-commissioner-dms/	None	Risqué Business	None	Dan Evon	None	Did Mia Khalifa ‘Expose’ Ajit Pai After He ‘Slid Into Her DMs’?	18 December 2017	None	['None']
snes-03131	A video shows bystanders at Walmart doing nothing to intervene when a man experiencing a seizure is robbed of his wallet.	mixture	https://www.snopes.com/fact-check/walmart-seizure-robbery/	None	Viral Phenomena	None	Bethania Palma	None	Bystanders Do Nothing While Man Undergoing Seizure Gets His Pocket Picked at Walmart?	16 January 2017	None	['None']
snes-00420	Undocumented immigrants have killed 63,000 U.S. citizens since 9/11.	false	https://www.snopes.com/fact-check/have-undocumented-killed-63000-us-9-11/	None	Politics	None	Arturo Garcia	None	Have Undocumented Immigrants Killed 63,000 American Citizens Since 11 September 2001?	22 June 2018	None	['United_States']
snes-06052	The Canadian $2 bill (or $5 bill or $10 bill) depicts the U.S. flag flying over Parliament.	false	https://www.snopes.com/fact-check/red-ensign-scare/	None	Business	None	David Mikkelson	None	U.S. Flag on Canadian Currency	6 June 2001	None	['United_States', 'Canada']
snes-04541	Jordan's King Abdullah II murdered his wife, Queen Rania.	false	https://www.snopes.com/fact-check/king-abdullah-ii-kills-queen-rania-in-rome/	None	Junk News	None	Brooke Binkowski	None	King Abdullah II Kills Queen Rania in Rome	27 June 2016	None	['Jordan', 'Queen_Rania_of_Jordan', 'Abdullah_II_of_Jordan']
snes-01135	Former Peace Corps volunteer Karin McQuillan wrote an opinion piece arguing that President Trump was right about Africa.	correct attribution	https://www.snopes.com/fact-check/karin-mcquillan-pen-op-ed-arguing-trump-right-africa/	None	Questionable Quotes	None	Dan Evon	None	Did a Former Peace Corps Volunteer Defend Trump’s Sh*thole Comments?	24 January 2018	None	['Africa']
snes-00323	Is San Francisco Registering ‘Illegal Aliens’ to Vote?	mixture	https://www.snopes.com/fact-check/san-francisco-voter-registration/	None	Politics	None	Bethania Palma	None	Is San Francisco Registering ‘Illegal Aliens’ to Vote?	19 July 2018	None	['None']
snes-02801	Drug dealers are selling colored and flavored crystal methamphetamine known as "Strawberry Quick" to children.	mostly false	https://www.snopes.com/fact-check/strawberry-quick-methamphetamine-warning/	None	Medical	None	Snopes Staff	None	Are Drug Dealers Selling Strawberry Meth to Kids?	29 April 2007	None	['None']
snes-02294	A photograph show the aftermath of a bombing in Vatican City.	false	https://www.snopes.com/fact-check/bombing-vatican-city/	None	Junk News	None	Dan Evon	None	Did a Bombing Take Place in Vatican City?	1 June 2017	None	['None']
snes-04175	SUNY Binghamton is offering a "Stop White People" course.	mostly false	https://www.snopes.com/fact-check/binghamton-university-offers-stop-white-people-course/	None	Viral Phenomena	None	Kim LaCapria	None	Binghamton University Offers ‘Stop White People’ Course	25 August 2016	None	['None']
snes-05692	Keurig coffee maker users are at risk because the machines are prone to growth of mold, algae, and bacteria.	mixture	https://www.snopes.com/fact-check/keurig-coffee-maker-warning/	None	Food	None	Kim LaCapria	None	Keurig Coffee Maker Mold Warning	21 November 2014	None	['None']
snes-01679	The National Football League enjoys tax-exempt status as a nonprofit organization.	mostly false	https://www.snopes.com/fact-check/tax-season/	None	Politics	None	David Mikkelson	None	Is the NFL a Tax-Exempt Non-Profit Organization?	19 September 2014	None	['None']
snes-00994	The Make-a-Wish Foundation apologized for sending Drake & Josh star Drake Bell to visit a terminally ill boy, after the boy had requested a visit from the rapper Drake.	false	https://www.snopes.com/fact-check/drake-bell-sick-boy/	None	Viral Phenomena	None	Dan MacGuill	None	Did Make-a-Wish Apologize for Sending the Wrong Drake to Visit a Terminally Ill Boy?	19 February 2018	None	['Drake_Bell', 'Drake_&_Josh']
snes-02301	Gio Managadze dropped out of the University of Maryland just before graduating as valedictorian to become a CEO.	mostly false	https://www.snopes.com/fact-check/valedictorian-drop-out-ceo/	None	Viral Phenomena	None	Bethania Palma	None	Did a Valedictorian Drop Out Just Before Graduating to Become a CEO?	31 May 2017	None	['University_of_Maryland,_College_Park']
snes-03149	Sting video maker James O'Keefe plans to "infiltrate" the Women's March on Washington.	unproven	https://www.snopes.com/fact-check/james-okeefe-planning-infiltrate-womens-march-dc/	None	Politics	None	Bethania Palma	None	James O’Keefe Planning to Infiltrate Women’s March in DC?	12 January 2017	None	['None']
snes-00102	A scientific study has concluded that “drinking young people’s blood” provides health and longevity benefits.	false	https://www.snopes.com/fact-check/drink-young-blood-health/	None	Medical	None	Alex Kasprak	None	Will Drinking a Young Person’s Blood Provide Anti-Aging Health Benefits?	11 September 2018	None	['None']
snes-04452	The Republican National Committed has officially adopted support for the discredited practice of conversion therapy for gay people as part of their platform.	unproven	https://www.snopes.com/fact-check/rnc-reportedly-adopts-conversion-therapy-as-2016-platform-plank/	None	Politics	None	Kim LaCapria	None	RNC Reportedly Adopts Conversion Therapy as 2016 Platform Plank	14 July 2016	None	['None']
snes-03348	A video shows a "Pizzagate" survivor recounting her story of sexual abuse.	false	https://www.snopes.com/fact-check/the-pizzagate-survivor/	None	Conspiracy Theories	None	Dan Evon	None	The Pizzagate Survivor	13 December 2016	None	['None']
snes-03111	A photograph shows a homeless woman outside in the cold holding a dead baby.	mixture	https://www.snopes.com/fact-check/homeless-woman-frozen-baby/	None	Fauxtography	None	Dan Evon	None	Homeless Woman Holds Frozen Baby on Bench	19 January 2017	None	['None']
snes-04213	An old image of truck driver Reginald Denny advocates that drivers not stop for road-blocking protesters.	mixture	https://www.snopes.com/fact-check/reginald-denny-beating-picture/	None	Uncategorized	None	Bethania Palma	None	Old Reginald Denny Beating Picture Circulates Urging Drivers to Run Over Protesters	19 August 2016	None	['None']
snes-02994	Are Non-Citizens Being Registered to Vote Without Their Knowledge?	mostly false	https://www.snopes.com/fact-check/non-citizens-vote-registered-dmv/	None	Ballot Box	None	Kim LaCapria	None	Are Non-Citizens Being Registered to Vote Without Their Knowledge?	6 February 2017	None	['None']
snes-03566	Abortion rates drop during Democratic presidencies and rise during Republican administrations.	false	https://www.snopes.com/fact-check/abortion-rates-presidencies/	None	Politics	None	Alex Kasprak	None	Abortion Rates Fall During Democratic Administrations and Rise During Republican Ones	11 November 2016	None	['Democratic_Party_(United_States)', 'Republican_Party_(United_States)']
snes-04455	President Obama signed an executive order allowing the use of the U.S. military against American citizens.	false	https://www.snopes.com/fact-check/obama-executive-order-military-citizens/	None	Military	None	Dan Evon	None	Obama Signs Executive Order Allowing Military to Fight US Citizens	14 July 2016	None	['United_States', 'Barack_Obama']
snes-00163	Did John McCain Launch a Foul-Mouthed Attack on President Trump with His Last Words?	false	https://www.snopes.com/fact-check/john-mccain-last-words-trump/	None	Junk News	None	Dan MacGuill	None	Did John McCain Launch a Foul-Mouthed Attack on President Trump with His Last Words?	27 August 2018	None	['None']
snes-05394	A UFO portal was filmed over the Large Hadron Collider.	false	https://www.snopes.com/fact-check/ufo-portal-cern/	None	Fauxtography	None	Dan Evon	None	FALSE: UFO Over CERN	8 January 2016	None	['None']
snes-04483	A video shows the chief Iranian nuclear negotiator appearing on television and candidly reflecting on the negotiating process with the U.S.	false	https://www.snopes.com/fact-check/iranian-negotiator-discusses-nuclear-deal/	None	Politics	None	David Mikkelson	None	Iranian Negotiator Discusses Nuclear Deal	10 July 2016	None	['United_States', 'Iran']
snes-04159	Eagles extend their lifespans by removing their beaks, talons, and feathers in order to grow new ones.	false	https://www.snopes.com/fact-check/rebirth-of-the-eagle/	None	Critter Country	None	David Mikkelson	None	The Rebirth of the Eagle	19 December 2007	None	['None']
snes-01975	A large root system was discovered below Devil's Tower in Wyoming.	false	https://www.snopes.com/fact-check/roots-devils-tower/	None	Fauxtography	None	Dan Evon	None	Was a Giant System of Roots Discovered Below the Devil’s Tower Rock Formation?	1 August 2017	None	['None']
snes-05854	A Houston man was sentenced to jail for paying too much child support for his son.	false	https://www.snopes.com/fact-check/jail-overpay-child-support/	None	Politics	None	David Mikkelson	None	Was a Father Sent to Jail for Paying Too Much Child Support?	11 January 2014	None	['Houston']
snes-03306	A Russian flag was flown at the Texas State Capitol in celebration of Donald Trump's election.	mixture	https://www.snopes.com/fact-check/russian-flag-texas-capitol/	None	Politics	None	Dan Evon	None	Russian Flag at Texas State Capitol	19 December 2016	None	['Russia', 'Texas_State_Capitol', 'Donald_Trump']
snes-01815	Joel Osteen sailed through flooded Houston distributing copies of his book "Your Best Life Now."	false	https://www.snopes.com/fact-check/osteen-yacht-houston-book-hurricane/	None	Junk News	None	Kim LaCapria	None	Joel Osteen Sails Luxury Yacht Through Flooded Houston to Pass out Copies of His Book?	29 August 2017	None	['Houston', 'Joel_Osteen']
snes-06422	The 1968 Miss America pageant spawned a decade of bra-burning by feminists as a means of calling attention to their cause.	mixture	https://www.snopes.com/fact-check/feminist-bra-burning/	None	History	None	Snopes Staff	None	Did Feminists Burn Their Bras in Protest at the 1968 Miss America Pageant?	27 November 2000	None	['None']
snes-05387	Adolf Hitler said that the best way to control a people is to "take a little of their freedom at a time."	false	https://www.snopes.com/fact-check/hitler-control-quote/	None	Questionable Quotes	None	David Mikkelson	None	Fake Hitler Quote: How to Control a People	11 January 2016	None	['None']
snes-00878	British police found Russian president Vladimir Putin's passport at the scene of a chemical attack on former Russian spy Sergei Skripal in Salisbury, England.	false	https://www.snopes.com/fact-check/putin-passport-salisbury-poison-attack/	None	Junk News	None	David Emery	None	Did British Police Find Putin’s Passport at the Scene of the Salisbury Poison Attack?	19 March 2018	None	['Russia', 'England', 'Vladimir_Putin', 'United_Kingdom', 'Salisbury']
snes-01739	A photograph shows actors Heath Ledger and Cillian Murphy posing together.	false	https://www.snopes.com/fact-check/heath-ledger-cyrian-murphy-photograph-real/	None	Fauxtography	None	Dan Evon	None	Is This Heath Ledger Posing with Cillian Murphy?	13 September 2017	None	['Heath_Ledger', 'Cillian_Murphy']
snes-05595	A California teen named Connor Reid Eckhardt was determined to have died after smoking a synthetic marijuana compound known as "spice" or K2.	mixture	https://www.snopes.com/fact-check/connor-reid-eckhardt/	None	Medical	None	Kim LaCapria	None	Connor Reid Eckhardt	20 August 2015	None	['California']
snes-05354	Gasoline prices have been dramatically lower during the Obama administration than the Bush administration because Obama has no ties to the oil and gas industries.	mixture	https://www.snopes.com/fact-check/gas-cheaper-president-obama/	None	Uncategorized	None	Stephanie Larsen	None	Is Gasoline Cheaper Under President Obama?	21 December 2015	None	['Barack_Obama', 'George_W._Bush']
snes-03999	Photographs show injuries sustained by a victim of the September 2016 St. Cloud stabbing	false	https://www.snopes.com/fact-check/under-the-knife/	None	Fauxtography	None	David Mikkelson	None	St. Cloud Stabbing Victim	26 March 2006	None	['None']
snes-04235	An image shows an advertisement for a real product called Johnson's Winking Glue.	false	https://www.snopes.com/fact-check/winking-glue/	None	Fauxtography	None	Dan Evon	None	Johnson’s Winking Glue	16 August 2016	None	['None']
snes-03649	Michelle Obama deleted all mentions of Hillary Clinton from her Twitter accounts.	false	https://www.snopes.com/fact-check/michelle-obama-scrubs-twitter/	None	Junk News	None	Dan Evon	None	Michelle Obama Scrubbed Hillary Clinton from Her Twitter Accounts	1 November 2016	None	['Michelle_Obama', 'Hillary_Rodham_Clinton']
snes-05563	Multiple social media rumors circulated on Back to the Future Day (21 October 2015): that Michael J. Fox was arrested for "insider sports betting," that Nike delivered a pair of self-tying sneakers, and that the Biff Tannen character was based on Donald Trump.	mixture	https://www.snopes.com/fact-check/back-to-the-future-predictions/	None	Entertainment	None	Kim LaCapria	None	Back to the Future Rumors and Predictions	22 October 2015	None	['Donald_Trump', 'Nike,_Inc.', 'Michael_J._Fox']
snes-03690	Doctors are now warning parents to never use baby wipes because they contain a "chemical" called methylisothiazolinone.	mostly false	https://www.snopes.com/fact-check/doctors-warn-baby-wipes/	None	Medical	None	Kim LaCapria	None	Doctors Warn Never Clean Your Child with Baby Wipes No Matter What	27 October 2016	None	['None']
snes-03325	A photograph depicts a Salvation Army bellringer holding a sign stating the group helps people, "just not the gays."	miscaptioned	https://www.snopes.com/fact-check/salvation-army-bellringers-sign-about-the-gays/	None	Fauxtography	None	Kim LaCapria	None	Is a Photograph of a Salvation Army Bellringer’s Sign About ‘the Gays’ Real?	16 December 2016	None	['None']
snes-02053	Chelsea Clinton tweeted that "genital mutilation" is a culturally loaded, racist term, and that the practice of "genital cutting" has many health benefits.	false	https://www.snopes.com/fact-check/chelsea-clinton-female-genital-mutilation/	None	Questionable Quotes	None	David Emery	None	Did Chelsea Clinton Say Female Genital Mutilation Has ‘Health Benefits’?	18 July 2017	None	['Chelsea_Clinton']
snes-02670	An analysis determined that Senator Elizabeth Warren pays her female staffers less than their male counterparts.	mixture	https://www.snopes.com/fact-check/elizabeth-warren-staff-pay/	None	Politics	None	Bethania Palma	None	Elizabeth Warren Pays Female Staffers Less Than Their Male Counterparts?	6 April 2017	None	['None']
snes-01404	Photographs show Niagara Falls frozen in 1911 and 2014.	miscaptioned	https://www.snopes.com/fact-check/niagara-falls-frozen/	None	Fauxtography	None	David Mikkelson	None	Do Photographs Capture Niagara Falls Frozen?	23 January 2007	None	['None']
snes-05318	Cosplay has been made illegal in five states.	false	https://www.snopes.com/fact-check/cosplay-illegal-five-states/	None	Junk News	None	Kim LaCapria	None	FALSE: Cosplay to Be Outlawed in Five States	25 January 2016	None	['None']
snes-00939	Does Delta Airlines Give Planned Parenthood Members Discounted Rates?	false	https://www.snopes.com/fact-check/does-delta-airlines-give-planned-parenthood-members-discounted-rates/	None	Politics	None	Dan Evon	None	Does Delta Airlines Give Planned Parenthood Members Discounted Rates?	1 March 2018	None	['None']
snes-01686	A Harvard study proved that Apple purposely slows down its older model iPhones to coincide with device releases and to boost sales of new models.	mixture	https://www.snopes.com/fact-check/harvard-study-apple-iphones-sales-slows/	None	Business	None	Kim LaCapria	None	Did a Harvard Study Prove That Apple Slows Down iPhones to Boost Sales of New Ones?	22 September 2017	None	['Apple_Inc.', 'Harvard_University']
snes-02448	President Bill Clinton firing of FBI Director William Sessions was linked to Deputy White House Counsel Vince Foster's death a day later.	mixture	https://www.snopes.com/fact-check/clinton-fbi-director-vince-foster/	None	History	None	David Emery	None	Did Bill Clinton Fire His FBI Director One Day Before Vince Foster Died?	11 May 2017	None	['Vince_Foster', 'Bill_Clinton', 'White_House', 'Federal_Bureau_of_Investigation', 'William_S._Sessions']
snes-06026	The U.S. Army secretly feeds new recruits saltpeter in order to suppress their sexual urges.	false	https://www.snopes.com/fact-check/the-saltpeter-principle/	None	Military	None	David Mikkelson	None	Saltpeter in the Military	13 August 2001	None	['None']
snes-05938	A dying black veteran named William G. Lillas spoke out on his deathbed about a number of issues in black culture.	unproven	https://www.snopes.com/fact-check/death-addle/	None	Soapbox	None	David Mikkelson	None	An Old Black Vet Speaks Out	17 November 2014	None	['None']
snes-01731	"Anne Marie Scott", daughter of U.S. Senator "James Montgomery", was charged with a series of murders.	false	https://www.snopes.com/fact-check/senator-daughter-serial-killer/	None	Junk News	None	Dan MacGuill	None	Female Serial Killer is the Daughter of a United States Senator?	14 September 2017	None	['United_States']
snes-05581	Dozens of nature words were removed from the Oxford Junior Dictionary in order to make room for modern technology-related words.	true	https://www.snopes.com/fact-check/oxford-junior-dictionary-words/	None	Politics	None	Dan Evon	None	Dictionary Drama	24 September 2015	None	['None']
snes-04938	A video shows a snowboarder being chased by a bear.	false	https://www.snopes.com/fact-check/snowboarder-girl-chased-by-bear/	None	Fauxtography	None	Dan Evon	None	‘Snowboarder Girl’ Chased by Bear	11 April 2016	None	['None']
snes-04115	The Wall Street Journal ran Donald Trump stories with opposing headlines on the same day.	true	https://www.snopes.com/fact-check/wsj-different-trump-headlines/	None	Media Matters	None	Dan Evon	None	Two Editions of ‘Wall Street Journal’ Bear Opposite Headlines About Trump	2 September 2016	None	['The_Wall_Street_Journal', 'Donald_Trump']
snes-01107	Teenagers are participating in a dangerous new internet craze known as the "No Lackin Challenge," and a Memphis boy was shot in the head during an instance of the fad gone awry.	unproven	https://www.snopes.com/fact-check/no-lackin-challenge/	None	Viral Phenomena	None	Kim LaCapria	None	No Lackin Challenge	29 January 2018	None	['Memphis,_Tennessee']
snes-04549	A longtime anti-gun state legislator shot a home intruder in defense of his property.	false	https://www.snopes.com/fact-check/lost-soles/	None	Guns	None	David Mikkelson	None	Anti-Gun Senator Shoots Intruder	15 February 2011	None	['None']
snes-01032	An American teenager got 30 years in prison for killing a "Muslim refugee" who raped his sister.	false	https://www.snopes.com/fact-check/american-teenager-in-prison/	None	Racial Rumors	None	Bethania Palma	None	Did an American Teenager Who Killed a ‘Muslim Refugee’ for Raping His Sister Get 30 Years in Prison?	12 February 2018	None	['United_States', 'Islam']
snes-06386	Drugged travelers awaken in ice-filled bathtubs only to discover one of their kidneys has been harvested by organ thieves.	false	https://www.snopes.com/fact-check/youve-got-to-be-kidneying/	None	Horrors	None	David Mikkelson	None	Kidney Theft	6 September 2001	None	['None']
snes-02128	Did Mad Magazine Publish a Trump Cartoon in 1992?	true	https://www.snopes.com/fact-check/did-mad-magazine-publish-a-trump-cartoon-in-1992/	None	Fauxtography	None	Dan Evon	None	Did Mad Magazine Publish a Trump Cartoon in 1992?	28 June 2017	None	['None']
snes-04289	Viral images show specimens of a plant with flowers in the shape of the female body.	false	https://www.snopes.com/fact-check/narilatha-flower/	None	Fauxtography	None	David Emery	None	The Narilatha Flower	8 August 2016	None	['None']
snes-05689	The body of a homeless man found behind a Jamaica fast food restaurant was identified as that of Bob Marley.	false	https://www.snopes.com/fact-check/bob-marley-corn-must-die/	None	Media Matters	None	David Mikkelson	None	Body of Homeless Man Found in Fast Food Restaurant Was Bob Marley	1 February 2015	None	['Bob_Marley', 'Jamaica']
snes-05963	President Obama told an audience in Europe ordinary Americans are "too small-minded to govern their own affairs" and should "surrender their rights" to an "all-powerful sovereign."	false	https://www.snopes.com/fact-check/obama-surrender-world-order/	None	Junk News	None	David Mikkelson	None	Did President Obama Say ‘Americans Must Surrender to the New World Order’?	16 October 2014	None	['Europe', 'United_States', 'Barack_Obama']
snes-00777	The World Health Organization has declared that medical marijuana has no health risks.	mostly false	https://www.snopes.com/fact-check/did-who-medical-marijuana-no-health-risks/	None	Medical	None	Alex Kasprak	None	Did the World Health Organization Declare Medical Marijuana Has No Health Risks?	11 April 2018	None	['None']
snes-03210	The U.S. Supreme Court has ruled that motorists need not have licenses to drive vehicles on public roads.	false	https://www.snopes.com/fact-check/supreme-court-rules-drivers-licenses-unnecessary/	None	Legal Affairs	None	Kim LaCapria	None	Do You Need a Driver’s License to Legally Operate a Car on Public Roads?	24 July 2015	None	['None']
snes-06118	Psychologist B. F. Skinner raised his own daughter in a "Skinner box"; as a result, she grew up psychologically damaged, sued her father, and committed suicide.	false	https://www.snopes.com/fact-check/one-man-and-a-baby-box/	None	Medical	None	David Mikkelson	None	B.F. Skinner Raised His Daughter in a Skinner Box?	9 August 2000	None	['None']
snes-05717	President Obama has cancelled the National Day of Prayer.	false	https://www.snopes.com/fact-check/national-day-of-prayer/	None	Politics	None	David Mikkelson	None	Did President Obama Cancel the National Day of Prayer?	14 December 2009	None	['Barack_Obama']
snes-04156	The principal of Mountain Dell Elementary School in Oregon sent a letter to parents informing them that the Pledge of Allegiance will be banned for the remainder of the school year.	false	https://www.snopes.com/fact-check/oregon-school-bans-pledge-of-allegiance/	None	Junk News	None	David Emery	None	Oregon Elementary School Bans Pledge of Allegiance	29 August 2016	None	['Oregon']
snes-01940	Guam Reaches the Tipping Point	true	https://www.snopes.com/fact-check/tipping-point/	None	Politics	None	David Mikkelson	None	Guam Reaches the Tipping Point?	3 April 2010	None	['None']
snes-00608	An image shows an Asian giant hornet, a large insect with a potentially deadly sting.	miscaptioned	https://www.snopes.com/fact-check/is-this-asian-giant-hornet/	None	Fauxtography	None	Dan Evon	None	Is This an Asian Giant Hornet?	11 May 2018	None	['None']
snes-02226	A video documents that the shootings at Sandy Hook Elementary School were a staged hoax.	false	https://www.snopes.com/fact-check/sandy-hook-exposed/	None	Guns	None	David Mikkelson	None	Sandy Hook Exposed?	15 December 2012	None	['None']
snes-05550	Secret Sisters Gift Exchange	false	https://www.snopes.com/fact-check/secret-sisters-gift-exchange/	None	Viral Phenomena	None	Kim LaCapria	None	Secret Sisters Gift Exchange	2 November 2015	None	['None']
snes-01690	Man-made, radioactive “diamond batteries” are capable of providing thousands of years of energy without a charge.	mixture	https://www.snopes.com/fact-check/radioactive-diamond-batteries-real-thing/	None	Science	None	Alex Kasprak	None	Are Radioactive ‘Diamond Batteries’ a Real Thing?	21 September 2017	None	['None']
snes-04861	Virginia Governor Terry McAuliffe restored voting rights to a large number of convicted felons.	mostly true	https://www.snopes.com/fact-check/felons-voting-rights-virginia/	None	Ballot Box	None	Kim LaCapria	None	Felons Granted Voting Rights in Virginia?	26 April 2016	None	['None']
snes-04832	Actor Jim Carrey has died in a snowboarding accident.	false	https://www.snopes.com/fact-check/jim-carrey-death-hoax-2016/	None	Junk News	None	Dan Evon	None	Jim Carrey Death Hoax (2016)	30 April 2016	None	['Jim_Carrey']
snes-01391	Taco Bell (or its owner) is the main financier of Alabama politician Roy Moore's Senate campaign.	mostly false	https://www.snopes.com/fact-check/is-taco-bell-financial-backer-moore/	None	Politics	None	Kim LaCapria	None	Is Taco Bell Roy Moore’s Main Financial Backer?	29 November 2017	None	['Alabama', 'Roy_Moore']
snes-01393	Muslim Migrant Beats Up a Dutch Boy on Crutches?	false	https://www.snopes.com/fact-check/video-beating-dutch-boy-crutches/	None	Viral Phenomena	None	Dan Evon	None	Did a ‘Muslim Migrant’ Beat Up a Dutch Boy on Crutches?	29 November 2017	None	['None']
snes-01333	The National Football League team in Washington D.C. changed its name to Redhawks.	false	https://www.snopes.com/fact-check/did-washington-d-c-s-football-team-change-its-name-to-redhawks/	None	Sports	None	Arturo Garcia	None	Did Washington D.C.’s Football Team Change Its Name To ‘Redhawks’?	13 December 2017	None	['National_Football_League']
snes-04997	Stephanie Cegielski, Donald Trump's top strategist, wrote an open letter to the Republican candidate's supporters.	mixture	https://www.snopes.com/fact-check/stephanie-cegielski-letter-trump/	None	Uncategorized	None	Dan Evon	None	Stephanie Cegielski Was Not Donald Trump’s ‘Top Strategist’	29 March 2016	None	['Republican_Party_(United_States)']
snes-05209	A customer found maggots inside a new jar of Bertolli tomato sauce.	unproven	https://www.snopes.com/fact-check/maggots-bertolli-sauce/	None	Food	None	Kim LaCapria	None	Maggots in Bertolli Sauce?	16 February 2016	None	['None']
snes-00217	Did an Audience Member Scare Trump by Shouting ‘Allahu Akbar’ at a Rally?	miscaptioned	https://www.snopes.com/fact-check/allahu-akbar-rally/	None	Fauxtography	None	Dan Evon	None	Did an Audience Member Scare Trump by Shouting ‘Allahu Akbar’ at a Rally?	15 August 2018	None	['None']
