snes-01605	Hugh Hefner paid $75,000 to be interred next to Marilyn Monroe in a Los Angeles cemetery.	true	https://www.snopes.com/fact-check/did-hugh-hefner-pay-to-be-buried-next-to-marilyn-monroe/	None	Entertainment	None	Arturo Garcia	None	Did Hugh Hefner Pay to be Interred Next to Marilyn Monroe?	10 October 2017	None	['Los_Angeles', 'Hugh_Hefner', 'Marilyn_Monroe']
snes-05622	An ambush near Boston recently killed 72 National Guard troops.	false	https://www.snopes.com/fact-check/gun-confiscation-in-boston/	None	Uncategorized	None	David Mikkelson	None	Were 72 People Killed Resisting Gun Confiscation in Boston?	5 July 2013	None	['Boston', 'National_Guard_of_the_United_States']
snes-01387	A group supporting President Donald Trump is making "robocalls" threatening people who criticize him online.	false	https://www.snopes.com/fact-check/trump-threatening-robocalls/	None	Viral Phenomena	None	Arturo Garcia	None	Are People Getting Threatening ‘Robocalls’ for Criticizing President Trump Online?	30 November 2017	None	['None']
snes-05946	World War I Christmas Truce	true	https://www.snopes.com/fact-check/christmas-truce/	None	History	None	David Mikkelson	None	World War I Christmas Truce	24 December 2003	None	['None']
snes-01131	In January 2018, Ivanka Trump was shot and critically wounded in Washington, D.C.	false	https://www.snopes.com/fact-check/ivanka-trump-shot/	None	Junk News	None	Dan MacGuill	None	Was Ivanka Trump Critically Injured After Being Shot by a Sniper?	25 January 2018	None	['Washington,_D.C.', 'Ivanka_Trump']
snes-04585	Three Syrian refugees raped and murdered a 5-year-old girl at knifepoint in Idaho.	mostly false	https://www.snopes.com/fact-check/three-syrian-refugees-assault-5-year-old-girl-at-knifepoint/	None	Uncategorized	None	Kim LaCapria	None	Three Syrian Refugees Assault 5-Year-Old Girl at Knifepoint?	20 June 2016	None	['Syria', 'Idaho']
snes-02765	A video shows a monkey that was severely injured at a L'Oreal cosmetics testing facility.	false	https://www.snopes.com/fact-check/monkey-cosmetics-testing/	None	Critter Country	None	Dan Evon	None	Does a Video Show an Abused Monkey at a L’Oreal Animal Testing Facility?	16 March 2017	None	['None']
snes-05083	Singer Adele died in a car crash in March 2016.	false	https://www.snopes.com/fact-check/adele-death-hoax-rumors/	None	Uncategorized	None	Dan Evon	None	Death Hoax: Adele Didn’t Die in Car Crash	11 March 2016	None	['None']
snes-03923	An operative for Hillary Clinton "swooped in" and took answers to debate questions off her lectern after the conclusion of the event.	unproven	https://www.snopes.com/fact-check/clinton-secret-folder-debate/	None	Politicians	None	Bethania Palma	None	‘Clinton Operative’ Removed Secret Folder from Her Lectern After Debate?	28 September 2016	None	['None']
snes-03794	Tim Kaine threatened to ban the Catholic Church from the United States if they didn't change their stance on gay marriage.	false	https://www.snopes.com/fact-check/tim-kaine-ban-catholic-church/	None	Junk News	None	Dan Evon	None	Tim Kaine: ‘The Catholic Church Will Change Its Same-Sex Marriage Stance or It Will Be Banned from the U.S.’	15 October 2016	None	['United_States', 'Catholic_Church']
snes-04904	NC police tased and "brutally ejected" a woman from a ladies' restroom because they thought she was transgender.	false	https://www.snopes.com/fact-check/transgender-bathroom-arrest/	None	Junk News	None	Dan Evon	None	Woman Kicked Out of Ladies’ Bathroom by Police After Being Mistaken for Transgender	18 April 2016	None	['None']
snes-00593	Was Sarah Huckabee Sanders Voted Among the ‘Most Admired’ Women in the United States?	true	https://www.snopes.com/fact-check/sarah-huckabee-sanders-voted-among-admired-women-united-states/	None	Politics	None	Dan MacGuill	None	Was Sarah Huckabee Sanders Voted Among the ‘Most Admired’ Women in the United States?	15 May 2018	None	['None']
snes-00139	A photograph captured the injuries a man received when he set fire to the Nike shoes he was wearing.	false	https://www.snopes.com/fact-check/nike-shoes-boycott-burn/	None	Fauxtography	None	Dan Evon	None	Did a Man Injure Himself by Setting the Nike Shoes He Was Wearing on Fire?	4 September 2018	None	['None']
snes-03239	Mark Twain said that Its easier to fool people than to convince them that they have been fooled.	unproven	https://www.snopes.com/fact-check/did-mark-twain-say-its-easier-to-fool-people-than-to-convince-them-that-they-have-been-fooled/	None	Politics	None	Dan Evon	None	Did Mark Twain Say ‘It’s Easier to Fool People Than to Convince Them That They Have Been Fooled’?	29 December 2016	None	['None']
snes-05733	ABC banned on-air news personnel from wearing American flag pins after 9/11.	false	https://www.snopes.com/fact-check/abc-news-bans-flag-lapel-pins/	None	September 11th	None	Snopes Staff	None	Did ABC News Ban Flag Lapel Pins?	8 October 2001	None	['United_States']
snes-04408	An image shows that Democratic interns are much more diverse as a group than Republican interns.	mixture	https://www.snopes.com/fact-check/republican-and-democratic-interns/	None	Politicians	None	Dan Evon	None	Diversity Among Democratic and Republic Interns	20 July 2016	None	['Democratic_Party_(United_States)', 'Republican_Party_(United_States)']
snes-05943	A photograph shows a deadly 'snow snake' that has reportedly bitten and killed several people in the U.S., causing their blood to freeze.	false	https://www.snopes.com/fact-check/snow-snake/	None	Fauxtography	None	Snopes Staff	None	Is This a ‘Snow Snake’?	3 March 2014	None	['United_States']
snes-02469	Former Fox News host Bill O’Reilly was hospitalized in New York after being beaten by a group of "liberals."	false	https://www.snopes.com/fact-check/bill-oreilly-beaten/	None	Junk News	None	David Mikkelson	None	Bill O’Reilly in Critical Condition After Being Attacked by ‘Tolerant’ Liberals?	9 May 2017	None	['New_York_City', 'Fox_News_Channel']
snes-02685	An immigrant put peanut butter in a little girl's sandwich causing her to have an allergic reaction.	unproven	https://www.snopes.com/fact-check/immigrant-peanut-butter-sandwich/	None	Uncategorized	None	Bethania Palma	None	Did an Immigrant Make a Girl Sick by Putting Peanut Butter in Her Sandwich?	4 April 2017	None	['None']
snes-05765	Doctors have performed the first successful human head transplant.	false	https://www.snopes.com/fact-check/worlds-first-head-transplant-success-nineteen-hour-operation/	None	Media Matters	None	Snopes Staff	None	Was the World’s First Head Transplant a Success After a Nineteen-Hour Operation?	13 April 2015	None	['None']
snes-00629	The "Deodorant Challenge" is "sweeping" schools and playgrounds as of May 2018.	unproven	https://www.snopes.com/fact-check/deodorant-challenge-sweeping-schools-playgrounds/	None	Viral Phenomena	None	Kim LaCapria	None	Is the Deodorant Challenge ‘Sweeping’ Schools and Playgrounds?	9 May 2018	None	['None']
snes-01823	Katie Couric banished Hillary Clinton from her set in August 2017 after Clinton used a racist word to describe President Obama.	false	https://www.snopes.com/fact-check/hillary-trash-talk-obama/	None	Junk News	None	Kim LaCapria	None	Was Hillary Clinton Caught on a Hot Mic Trash-Talking Obama?	28 August 2017	None	['Bill_Clinton', 'Barack_Obama', 'Katie_Couric', 'Hillary_Rodham_Clinton']
snes-03822	WNBC received documents proving Donald Trump paid $40 million in federal income tax in 2013.	false	https://www.snopes.com/fact-check/trump-2013-taxes-leaked/	None	Junk News	None	Kim LaCapria	None	Leaked 2013 Trump Tax Return Shows He Paid Over 40 Million in Taxes	12 October 2016	None	['Donald_Trump', 'WNBC']
snes-02598	Al Gore predicted that Earth’s “ice caps” will melt away by 2014.	mixture	https://www.snopes.com/fact-check/ice-caps-melt-gore-2014/	None	Science	None	Alex Kasprak	None	Did Al Gore Predict Earth’s Ice Caps Would Melt by 2014?	17 April 2017	None	['None']
snes-02914	Did a Judge Rule that CNN is 'Fake News'?	mostly false	https://www.snopes.com/fact-check/cnn-fake-news/	None	Junk News	None	Kim LaCapria	None	Did a Judge Rule That CNN Is ‘Fake News’?	17 February 2017	None	['CNN']
snes-00142	Claims made in a widely-shared 2018 meme about the personal and family history of Congressman Beto O'Rourke are accurate.	mixture	https://www.snopes.com/fact-check/beto-orourke-reality-check/	None	Politics	None	Dan MacGuill	None	Beto O’Rourke’s ‘Reality Check’	1 September 2018	None	['None']
snes-01175	A photograph shows an actress in a revealing dress amidst protests against sexual harassment in Hollywood.	miscaptioned	https://www.snopes.com/fact-check/a-woman-in-a-revealing-dress-attended-a-hollywood-event-amidst-protests-against-sexual-harassment/	None	Fauxtography	None	Dan Evon	None	Did a Woman Wear This Revealing Dress to a Hollywood Event to Protest Sexual Harassment?	19 January 2018	None	['None']
snes-01789	Trump Saved Two Cats After Hurricane Harvey?	false	https://www.snopes.com/fact-check/trump-saved-two-cats-after-hurricane-harvey/	None	Fauxtography	None	Dan Evon	None	Did President Trump Save Two Cats After Hurricane Harvey?	5 September 2017	None	['None']
snes-00996	A viral Facebook video shows Prince George of Cambridge reciting the alphabet through Biblical verses.	false	https://www.snopes.com/fact-check/prince-george-bible-verses/	None	Viral Phenomena	None	Dan MacGuill	None	Does a Viral Video Show Prince George Reciting the Alphabet in Bible Verses?	19 February 2018	None	['Bible']
snes-05268	A Colorado school's female students were forced to adhere to "Sharia rules" when visiting a mosque on a field trip.	mostly false	https://www.snopes.com/fact-check/colorado-students-sharia-law/	None	Politics	None	Kim LaCapria	None	Colorado School District Forces Students to Follow Sharia Dress Code?	3 February 2016	None	['Colorado']
snes-02813	Left-handed people die younger than right-handed people.	false	https://www.snopes.com/fact-check/left-hand-right-hand-death/	None	Science	None	Alex Kasprak	None	Do Left Handed People Die Younger Than Right Handed People?	8 March 2017	None	['None']
snes-03478	Donald Trump's Christmas ornaments were all made in China.	unproven	https://www.snopes.com/fact-check/donald-trump-themed-ornaments-made-in-china/	None	Politicians	None	Dan Evon	None	Donald Trump-Themed Ornaments Made in China	26 November 2016	None	['China']
snes-00845	Far Right Blogs, Conspiracy Theorists Attack Parkland Mass Shooting Survivor	false	https://www.snopes.com/fact-check/david-hogg-attend-california-high-school/	None	Junk News	None	Bethania Palma	None	Did David Hogg Attend a California High School?	26 March 2018	None	['None']
snes-04908	Photograph depicts massive rally for Bernie Sanders in Washington Square Park in April 2016.	miscaptioned	https://www.snopes.com/fact-check/as-the-world-berned-picture/	None	Fauxtography	None	Kim LaCapria	None	‘As the World Berned’	15 April 2016	None	['Washington_Square_Park', 'Bernie_Sanders']
snes-05007	Maricopa County Recorder Helen Purcell was married to Joe Purcell, a former Lieutenant Governor of Arkansas who served under Bill Clinton.	false	https://www.snopes.com/fact-check/helen-purcell-clinton-connection/	None	Uncategorized	None	Dan Evon	None	Maricopa County Recorder Has a Personal Clinton Connection?	25 March 2016	None	['Bill_Clinton', 'Joe_Purcell', 'Arkansas', 'Maricopa_County,_Arizona']
snes-03841	Bees have been classified as an endangered species.	mixture	https://www.snopes.com/fact-check/bee-species-endangered/	None	Critter Country	None	Dan Evon	None	Were Bees Added to the Endangered Species List?	8 October 2016	None	['None']
snes-00443	Does a Specific Law Mandate Family Separation and Detention of Minors?	false	https://www.snopes.com/fact-check/does-law-family-separation-detention-minors/	None	Politics	None	Kim LaCapria	None	Does a Specific Law Mandate Family Separation and Detention of Minors?	19 June 2018	None	['None']
snes-00373	A lunar eclipse occurring on 27 July 2018 will be the longest duration total lunar eclipse of the 21st century.	true	https://www.snopes.com/fact-check/longest-lunar-eclipse/	None	Science	None	Alex Kasprak	None	The Longest Total Lunar Eclipse of the 21st Century Will Occur on July 27	5 July 2018	None	['None']
snes-02384	President Trump praised KFC founder Colonel Sanders, who wasn't born until 1890, for his service during the Civil War.	false	https://www.snopes.com/fact-check/donald-trump-praises-colonel-sanders/	None	Junk News	None	David Emery	None	Donald Trump Praises Colonel Sanders for His Service in the Civil War?	22 May 2017	None	['None']
snes-03607	A daughter expressed her not-so-warm feelings about her deceased mother by running a scathing and caustic obituary.	true	https://www.snopes.com/fact-check/death-penalty/	None	Humor	None	David Mikkelson	None	Death Be Not Proud	20 August 2008	None	['None']
snes-03681	A photograph shows Hillary Clinton and her college roommate walking topless in the 1960s.	false	https://www.snopes.com/fact-check/hillary-clinton-topless-1960s/	None	Fauxtography	None	Dan Evon	None	Hillary Clinton Went Topless in the 1960s?	28 October 2016	None	['None']
snes-01334	A billionaire avoided jail despite raping his infant daughter, while another man was sentenced to 50 years in jail for stealing a rack of ribs.	mostly true	https://www.snopes.com/fact-check/50-years-ribs-theft/	None	Crime	None	Dan MacGuill	None	Probation for Child Rape Vs. Prison for Stealing Ribs?	13 December 2017	None	['None']
snes-04174	During a radio interview, Rosie O'Donnell said, "I'd like to take my period blood and smear it all over Christians' [or pro-life people's] faces."	mixture	https://www.snopes.com/fact-check/rosie-odonnell-period-blood/	None	Questionable Quotes	None	David Emery	None	What Rosie O’Donnell Really Said She’d Like to Do with Her Period Blood	25 August 2016	None	['None']
snes-03233	Two handfuls of cashews are equivalent to one dose of Prozac in treating depression, and can be safely substituted for prescribed drugs.	false	https://www.snopes.com/fact-check/cashews-equivalent-to-a-dose-of-prozac/	None	Medical	None	Kim LaCapria	None	Are Two Handfuls of Cashews Equivalent to a Dose of Prozac for Depression?	30 December 2016	None	['None']
snes-02640	White House Press Secretary Sean Spicer said that the United States was "absolutely ready for World War III" under President Donald Trump's strong leadership.	false	https://www.snopes.com/fact-check/spicer-trump-ready-wwiii/	None	Junk News	None	Dan Evon	None	Did Sean Spicer Say ‘We’re Absolutely Ready for WWIII’ Under Trump?	11 April 2017	None	['United_States', 'White_House', 'Donald_Trump']
snes-01344	A video shows a man demonstrating an invisibility cloak.	false	https://www.snopes.com/fact-check/is-this-invisibility-cloak-video-real/	None	Fauxtography	None	Dan Evon	None	Is This ‘Invisibility Cloak’ Video Real?	11 December 2017	None	['None']
snes-05038	An image depicts rare purple ladybugs found only in Hawaii.	false	https://www.snopes.com/fact-check/purple-ladybugs/	None	Uncategorized	None	Kim LaCapria	None	Purple Ladybugs	21 March 2016	None	['Hawaii']
snes-04987	After unlocking an iPhone belonging to one of the people involved in the San Bernardino shooting, the FBI ruined the device by spilling water on it.	false	https://www.snopes.com/fact-check/fbi-spills-water-iphone/	None	Uncategorized	None	Dan Evon	None	FBI Spilled Water on San Bernardino iPhone	30 March 2016	None	['San_Bernardino,_California', 'Federal_Bureau_of_Investigation']
snes-00211	Ohio's 12th Congressional District recorded 170 fraudulent votes cast in August 2018 by persons with birthdates earlier than 1902.	mostly false	https://www.snopes.com/fact-check/ohio-voter-fraud/	None	Politics	None	Dan MacGuill	None	Did Ohio’s 12th Congressional District Have 170 Fraudulent ‘Voters’ Over 116 Years Old?	16 August 2018	None	['Ohio', 'Congressional_district']
snes-03176	A man was sentenced to 22 years in prison for stealing a remote control.	mixture	https://www.snopes.com/fact-check/man-sentenced-22-years-remote/	None	Crime	None	Dan Evon	None	Was a Man Sentenced to 22 Years in Prison Just for Stealing a Remote?	9 January 2017	None	['None']
snes-04241	A video captures African-American protesters targeting white people for mob violence during unrest in Milwaukee over the weekend of 13 August 2016.	mixture	https://www.snopes.com/fact-check/black-protesters-targeted-whites-in-milwaukee/	None	Uncategorized	None	Bethania Palma	None	Video: Black Protesters Targeted Whites in Milwaukee?	15 August 2016	None	['Milwaukee']
snes-00980	Donald Trump registered his "Make America Great Again" slogan in November 2012.	true	https://www.snopes.com/fact-check/trump-patent-maga-2012/	None	Politics	None	Alex Kasprak	None	Did Donald Trump Register ‘Make America Great Again’ in 2012?	21 February 2018	None	['None']
snes-02772	After releasing a music video in which he fires a prank "Bang!" flag gun at a clown resembling Donald Trump, rapper Snoop Dogg was arrested for conspiracy by the Secret Service for suggesting that "someone should do what I did with a real gun."	false	https://www.snopes.com/fact-check/snoop-dogg-arrested-conspiracy/	None	Junk News	None	David Emery	None	Snoop Dogg Arrested for Conspiracy After Talking About ‘Murder Trump’ Video?	15 March 2017	None	['Snoop_Dogg', 'Donald_Trump', 'United_States_Secret_Service']
snes-05600	The NAACP is calling for the removal of an historical Civil War carving from Stone Mountain, Georgia.	mixture	https://www.snopes.com/fact-check/naacp-wants-stone-mountain-sandblasted/	None	Politics	None	Kim LaCapria	None	Does the NAACP Want to Sandblast Confederate Figures Off Stone Mountain?	10 August 2015	None	['Stone_Mountain', 'Georgia_(U.S._state)', 'National_Association_for_the_Advancement_of_Colored_People', 'American_Civil_War']
snes-02717	Sweden has the highest rate of rape among European countries.	false	https://www.snopes.com/fact-check/crime-sweden-rape-capital-europe/	None	Uncategorized	None	Bethania Palma	None	Crime In Sweden, Part I: Is Sweden the ‘Rape Capital’ of Europe?	29 March 2017	None	['Sweden', 'Europe']
snes-05900	Senator Dianne Feinstein said that "All vets are mentally ill and the government should prevent them from owning firearms."	false	https://www.snopes.com/fact-check/feinstein-veterans-firearms/	None	Guns	None	David Mikkelson	None	Did Senator Dianne Feinstein Say ‘All Vets Are Mentally Ill’?	4 April 2013	None	['Dianne_Feinstein']
snes-05911	All of the reindeer that pull Santa's sleigh are female.	legend	https://www.snopes.com/fact-check/reindeer-games/	None	Holidays	None	David Mikkelson	None	Are Santa’s Reindeer All Female?	20 December 2012	None	['None']
snes-05803	A photograph shows an insect spy drone that can take photographs and DNA samples.	mixture	https://www.snopes.com/fact-check/insect-spy-drone/	None	Technology	None	David Mikkelson	None	Insect Spy Drone	14 August 2012	None	['None']
snes-05599	According to Thomas Homer-Dixon, wind turbines never recoup the energy it takes to build them.	mixture	https://www.snopes.com/fact-check/wind-idiot-power/	None	Politics	None	Dan Evon	None	Do Windmills Create More Energy to Build Than They Ever Produce?	17 August 2015	None	['None']
snes-05290	'Making a Murderer' subject Steven Avery was found unresponsive in his prison cell.	false	https://www.snopes.com/fact-check/steven-avery-unresponsive/	None	Junk News	None	David Mikkelson	None	FALSE: Steven Avery, 53, Found Unresponsive in His Prison Cell	31 January 2016	None	['None']
snes-02078	Did Donald Trump Assault a Marine Then Rip Off His Cover?	false	https://www.snopes.com/fact-check/trump-marines-hat/	None	Fauxtography	None	Dan Evon	None	Did Donald Trump Assault a Marine Then Rip Off His Cover?	13 July 2017	None	['None']
snes-01414	Glen Eagles hospital issued an urgent warning because seven women have died after sniffing perfume samples received in the mail.	false	https://www.snopes.com/fact-check/charnel-no-5/	None	September 11th	None	David Mikkelson	None	Women Killed by Poisoned Perfume Samples?	3 November 2001	None	['None']
snes-01118	Mississippi House Bill 1100 would force public school teachers to recite the Ten Commandments at the start of each school day.	unproven	https://www.snopes.com/fact-check/ten-commandments-mississippi/	None	Politics	None	Dan MacGuill	None	Did a Mississippi Democrat Propose a Law to Force Teachers to Recite the Ten Commandments?	25 January 2018	None	['None']
snes-00018	At least 260 members of the U.S. Congress have settled sexual assault charges.	false	https://www.snopes.com/fact-check/congress-sexual-assault-charges/	None	None	None	Dan Evon	None	Have 260 Out of 535 Members of Congress Settled Sexual Assault Charges?	3 October 2018	None	['United_States_Congress', 'United_States']
snes-03529	A photograph of a nude young man pictures Judge William Pryor, a potential Supreme Court nominee.	unproven	https://www.snopes.com/fact-check/william-pryor-nude/	None	Fauxtography	None	Dan Evon	None	Judge William Pryor Posed Nude for a Gay Magazine?	17 November 2016	None	['None']
snes-04001	The discovery of a vaccine for the autoimmune disease diabetes has been announced.	false	https://www.snopes.com/fact-check/diabetes-vaccine/	None	Junk News	None	Bethania Palma	None	Diabetes Vaccine Announced?	19 September 2016	None	['None']
snes-01927	Singer Lana Del Rey banned the American flag from her concerts because she can't stand to see it with President Trump in office.	mostly false	https://www.snopes.com/fact-check/did-singer-lana-del-rey-ban-american-flags-at-her-concerts/	None	Uncategorized	None	Bethania Palma	None	Did Singer Lana Del Rey Ban American Flags at Her Concerts?	10 August 2017	None	['United_States']
snes-01079	Did Nikki Haley 'Accidentally Confess' to an Affair with Donald Trump?	false	https://www.snopes.com/fact-check/nikki-haley-affair-accidentally/	None	Politics	None	David Mikkelson	None	Did Nikki Haley ‘Accidentally Confess’ to an Affair with Donald Trump?	1 February 2018	None	['None']
snes-01754	On 11 September 2017, Florida Governor Rick Scott was taken to hospital after being injured during a Hurricane Irma cleanup operation.	false	https://www.snopes.com/fact-check/rick-scott-critical-condition/	None	Junk News	None	Dan MacGuill	None	Florida Governor Rick Scott Critically Injured During Hurricane Irma Cleanup?	11 September 2017	None	['None']
snes-03952	Image depicts police in Danville, Virginia, purposely obstructing dash cams by lifting the hoods of their vehicles.	mostly false	https://www.snopes.com/fact-check/police-pop-hoods/	None	Fauxtography	None	Kim LaCapria	None	Police Allowed to ‘Pop Hoods’ to Block Dash Cams	26 September 2016	None	['Virginia', 'Danville,_Virginia']
snes-06445	Photograph shows a C-130 transport dropping anti-missile flares.	true	https://www.snopes.com/fact-check/c-130/	None	Uncategorized	None	David Mikkelson	None	C-130 Flares	15 July 2003	None	['None']
snes-05903	Singer Bobby Shmurda was stabbed to death at Rikers Island by his cellmate.	false	https://www.snopes.com/fact-check/bobby-shmurda-death/	None	Junk News	None	Dan Evon	None	Was Bobby Shmurda Stabbed to Death in Rikers Island Jail by His Cell Mate?	27 December 2014	None	['Rikers_Island']
snes-01569	President Obama Awarded the Presidential Medal of Freedom to Weinstein, Weiner, Clinton, and Cosby?	mostly false	https://www.snopes.com/fact-check/obama-medal-of-freedom-weinstein-clinton-cosby-weiner/	None	Fauxtography	None	Dan Evon	None	President Obama Awarded the Presidential Medal of Freedom to Weinstein, Weiner, Clinton, and Cosby?	17 October 2017	None	['Bill_Clinton', 'Barack_Obama', 'Presidential_Medal_of_Freedom']
snes-01227	Animated series "The Boondocks" had a scene about Oprah Winfrey's becoming president in 2020.	true	https://www.snopes.com/fact-check/did-the-boondocks-forecast-oprah-winfrey-becoming-president/	None	Politics	None	Arturo Garcia	None	Did ‘The Boondocks’ Forecast Oprah Winfrey’s Becoming President?	10 January 2018	None	['Oprah_Winfrey']
snes-02962	Decorated Vermont state trooper Arcot Ramathorn, an Iraqi Muslim, would be denied entry under proposed U.S. travel restrictions.	false	https://www.snopes.com/fact-check/arcot-ramathorn-restriction/	None	Humor	None	Kim LaCapria	None	Would Decorated Vermont State Trooper Arcot Ramathorn Be Affected by U.S. Entry Restrictions?	10 February 2017	None	['United_States']
snes-05374	Does a Photograph Show Pigs Forced Into Tiny Cages?	mixture	https://www.snopes.com/fact-check/pig-cage-photo/	None	Fauxtography	None	Dan Evon	None	Does a Photograph Show Pigs Forced Into Tiny Cages?	13 January 2016	None	['None']
snes-03493	The Department of Justice (DOJ)'s switchboard is tallying "Audit the Vote" calls and if enough people call, 2016 election results can be overturned.	false	https://www.snopes.com/fact-check/audit-the-vote/	None	Conspiracy Theories	None	Kim LaCapria	None	Audit the Vote	22 November 2016	None	['None']
snes-02031	A photograph shows a woman who mistakenly used expanding foam insulation on her hair instead of hair mousse.	unproven	https://www.snopes.com/fact-check/builders-foam-hair/	None	Fauxtography	None	Kim LaCapria	None	Woman Confuses Spray Foam Insulation for Mousse?	30 September 2015	None	['None']
snes-02992	A video shows Anderson Cooper laughing uncontrollably after Kellyanne Conway used the phrase "alternative facts."	false	https://www.snopes.com/fact-check/anderson-cooper-laughing-at-kellyanne-conway/	None	Fauxtography	None	Dan Evon	None	Is Anderson Cooper Laughing at Kellyanne Conway?	6 February 2017	None	['None']
snes-01840	Mariah Carey recorded a cover of Dead Kennedys song "Nazi Punks Fuck Off," with proceeds going to support Antifa.	false	https://www.snopes.com/fact-check/mariah-carey-dead-kennedys-antifa/	None	Junk News	None	Kim LaCapria	None	Did Mariah Carey Cover a Dead Kennedys Song to Support Antifa?	25 August 2017	None	['Anti-fascism', 'Dead_Kennedys', 'Mariah_Carey']
snes-04985	A video shows a 10-year-old Amy Winehouse singing "What A Difference A Day Makes."	false	https://www.snopes.com/fact-check/amy-winehouse-angelina-jordan/	None	Viral Phenomena	None	Dan Evon	None	Video Shows Amy Winehouse Singing at Age 10?	30 March 2016	None	['Amy_Winehouse']
snes-03941	An image depicts a Tiffany-made slave collar on display at the National Museum of African American History and Culture in Washington, D.C.	mostly false	https://www.snopes.com/fact-check/tiffany-chokers-slave-collars/	None	Fauxtography	None	Kim LaCapria	None	Did Tiffany Chokers Originate as Slave Collars?	27 September 2016	None	['Washington,_D.C.']
snes-00953	Senator Marco Rubio said both that felons should not be allowed to vote and that they should be allowed to own guns.	false	https://www.snopes.com/fact-check/marco-rubio-said-felons-get-guns-back-not-voting-rights/	None	Junk News	None	Dan Evon	None	Does Marco Rubio Want to Give Felons Right to Own Guns, But Not to Vote?	27 February 2018	None	['Marco_Rubio']
snes-04724	A white teen girl claimed she was entitled to tribal benefits because she identifies as a Native American elder.	false	https://www.snopes.com/fact-check/white-teen-girl-identifies-as-indian-chief-demands-tribal-benefits/	None	Junk News	None	Kim LaCapria	None	White Teen Girl Identifies as Indian Chief, Demands Tribal Benefits	24 May 2016	None	['None']
snes-05719	A species of cephalopod known as the Pacific Northwest Tree Octopus, that can live on both land and water, is endangered.	false	https://www.snopes.com/fact-check/tree-octopus/	None	Fauxtography	None	Snopes Staff	None	Is the Pacific Northwest Tree Octopus Endangered?	16 October 2014	None	['None']
snes-01106	A woman posing as a "sex robot" became pregnant and filed a child support claim against her unsuspecting customer.	false	https://www.snopes.com/fact-check/robot-child-support/	None	Junk News	None	David Mikkelson	None	Did a Woman Pretending to Be a Sex Robot File for Child Support?	29 January 2018	None	['None']
snes-05507	Atheists are trying to ban Bibles from all hotel rooms.	mixture	https://www.snopes.com/fact-check/angry-atheists-ban-bible/	None	Politics	None	Kim LaCapria	None	Angry Atheists Ban the Bible?	10 December 2015	None	['None']
snes-04387	A woman who grabbed a baseball away from a child at an Astros game was identified as child psychologist Grennele Brashkowitz.	false	https://www.snopes.com/fact-check/baseball-stealing-woman-identified/	None	Fauxtography	None	Dan Evon	None	Was the Identity of a Baseball-Stealing Woman Revealed?	24 July 2016	None	['None']
snes-00033	A photograph captures Donald Trump hanging out with musician Tupac Shakur.	false	https://www.snopes.com/fact-check/donald-trump-tupac-photo/	None	Fauxtography	None	Dan Evon	None	Is This a Photograph of Donald Trump with Tupac Shakur?	1 October 2018	None	['Tupac_Shakur', 'Donald_Trump']
snes-00592	Fisher-Price manufactured a "Tiny Toker" toyset featuring a toy bong and other marijuana paraphernalia.	false	https://www.snopes.com/fact-check/did-fisher-price-release-tiny-toker/	None	Fauxtography	None	Dan Evon	None	Did Fisher-Price Release a ‘Tiny Toker’ Toy?	15 May 2018	None	['None']
snes-00620	In May 2018, the Colorado House of Representatives passed a "gun confiscation" bill.	mixture	https://www.snopes.com/fact-check/colorado-gun-confiscation/	None	Politics	None	Dan MacGuill	None	Did Colorado Democrats Pass a ‘Gun Confiscation’ Bill?	9 May 2018	None	['Colorado_House_of_Representatives']
snes-05104	Police in Collin County, Texas have quietly warned of serial kidnappings at local Target and Walmart locations.	false	https://www.snopes.com/fact-check/collin-county-serial-kidnapping/	None	Crime	None	Kim LaCapria	None	Collin County Serial Kidnapping Warning	8 March 2016	None	['Texas', 'Collin_County,_Texas', 'Walmart', 'Target_Corporation']
snes-01685	A July 1990 comic strip in Heavy Metal magazine featured a controversial wall in New York City, built by Donald Trump, and a populist "rise to power" by the future president.	true	https://www.snopes.com/fact-check/trump-wall-comic-strip/	None	Politics	None	Dan MacGuill	None	Did a 1990 Comic Depict Trump Coming to Power and Building a Wall?	22 September 2017	None	['New_York_City', 'Donald_Trump']
snes-00492	Pope Francis was part of a group condemned in an international court of killing and trafficking children.	false	https://www.snopes.com/fact-check/was-pope-guilty-trafficking-murder/	None	Junk News	None	Arturo Garcia	None	Was Pope Francis ‘Found Guilty’ of Child Trafficking and Murder?	8 June 2018	None	['None']
snes-04801	An Obamacare questionnaire asked respondents whether they'd ever been in an accident resulting in their own deaths.	mostly false	https://www.snopes.com/fact-check/have-you-ever-been-in-an-accident-resulting-in-your-death/	None	Fauxtography	None	Kim LaCapria	None	Have You Ever Been in an Accident Resulting in Your Death?	6 May 2016	None	['None']
snes-02117	A photograph shows Norwegian police officers in their skintight Summer uniforms.	false	https://www.snopes.com/fact-check/norwegian-police-officers/	None	Fauxtography	None	Dan Evon	None	Is This What Police Uniforms in Norway Look Like?	3 July 2017	None	['Norway']
snes-01652	Some horses can grow mustaches.	true	https://www.snopes.com/fact-check/can-horses-grow-mustaches/	None	Science	None	Alex Kasprak	None	Can Some Horses Grow Mustaches?	28 September 2017	None	['None']
